Causa_peaton,Condicion_fisica,Edad,Num_expediente,Sexo,Tipo_persona,Tipo_vehiculo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009510,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,17,2017S009511,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,38,2017S009511,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,54,2017S009511,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,54,2017S009512,Hombre,Peatón,Furgoneta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,-1,2017S009512,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,31,2017S009512,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,61,2017S009512,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,29,2017S009513,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,22,2017S009514,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve: Hospitalización hasta 24h,74,2017S009515,Mujer,Peatón,Motocicleta
Desobedecer la señan del semáforo,Herido leve: Hospitalización hasta 24h,57,2017S009515,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,83,2017S009516,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,48,2017S009517,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009519,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,32,2017S009520,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,51,2017S009520,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,82,2017S009521,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,35,2017S009522,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,47,2017S009523,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve: Rechaza asistencia sanitaria,30,2017S009524,Desconocido,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009525,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,24,2017S009526,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,21,2017S009527,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve: Hospitalización hasta 24h,56,2017S009528,Mujer,Peatón,Taxi
No es debido al peatón,Herido leve: Hospitalización hasta 24h,30,2017S009530,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,39,2017S009531,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,19,2017S009531,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve: Hospitalización hasta 24h,7,2017S009532,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,36,2017S009533,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve: Hospitalización hasta 24h,2,2017S009534,Mujer,Peatón,Motocicleta
Cruzar por fuera paso de peatones,Herido leve: Hospitalización hasta 24h,63,2017S009534,Mujer,Peatón,Motocicleta
Cruzar por fuera paso de peatones,Herido leve: Con asistencia sanitaria en lugar de accidente,34,2017S009534,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,53,2017S009535,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve: Hospitalización hasta 24h,64,2017S009535,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve: Hospitalización hasta 24h,77,2017S009535,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve: Hospitalización hasta 24h,78,2017S009535,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,45,2017S009536,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,46,2017S009537,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,29,2017S009538,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009539,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,34,2017S009540,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,34,2017S009542,Mujer,Conductor,Otros vehíc. sin motor
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,53,2017S009543,Mujer,Conductor,Taxi
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,72,2017S009543,Hombre,Pasajero,Taxi
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,28,2017S009544,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009545,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,32,2017S009547,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,28,2017S009547,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,77,2017S009548,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,38,2017S009549,Mujer,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve: Con asistencia sanitaria en lugar de accidente,65,2017S009550,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,20,2017S009551,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,31,2017S009552,Hombre,Pasajero,Taxi
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,37,2017S009552,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009552,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,80,2017S009553,Desconocido,Conductor,Turismo
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,20,2017S009553,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,39,2017S009553,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,32,2017S009554,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,25,2017S009555,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,17,2017S009556,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009557,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,31,2017S009558,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,54,2017S009559,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,41,2017S009560,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,76,2017S009560,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,26,2017S009561,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009562,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido grave: Hospitalización superior a 24h,66,2017S009562,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,29,2017S009563,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009564,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,51,2017S009565,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,52,2017S009566,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,52,2017S009567,Desconocido,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,24,2017S009567,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,44,2017S009568,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,54,2017S009569,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,52,2017S009569,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,51,2017S009570,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,39,2017S009570,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,40,2017S009570,Hombre,Conductor,Turismo
No es debido al peatón,Herido grave: Hospitalización superior a 24h,19,2017S009571,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,52,2017S009572,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,15,2017S009572,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,19,2017S009572,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,26,2017S009573,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,34,2017S009573,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,4,2017S009574,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,24,2017S009575,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,27,2017S009576,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,28,2017S009577,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve: Hospitalización hasta 24h,28,2017S009577,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,26,2017S009578,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,29,2017S009578,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,30,2017S009578,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009578,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,40,2017S009578,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,32,2017S009579,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,38,2017S009579,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,43,2017S009579,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,41,2017S009581,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,2,2017S009581,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,48,2017S009581,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,5,2017S009581,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,54,2017S009581,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,7,2017S009581,Hombre,Pasajero,Turismo
Cruzar por fuera paso de peatones,Herido grave: Hospitalización superior a 24h,81,2017S009582,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,63,2017S009583,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,57,2017S009584,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido grave: Hospitalización superior a 24h,52,2017S009585,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,49,2017S009586,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,61,2017S009586,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve: Hospitalización hasta 24h,22,2017S009587,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009588,Desconocido,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009588,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,27,2017S009588,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,41,2017S009588,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,52,2017S009589,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,19,2017S009590,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,20,2017S009590,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,52,2017S009591,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,16,2017S009591,Hombre,Pasajero,Turismo
Desobedecer la señan del semáforo,Herido leve: Con asistencia sanitaria en lugar de accidente,6,2017S009592,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve: Hospitalización hasta 24h,27,2017S009593,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,50,2017S009594,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,29,2017S009595,Mujer,Pasajero,Turismo
Otros,Herido grave: Hospitalización superior a 24h,33,2017S009596,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,30,2017S009598,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,45,2017S009599,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,37,2017S009600,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,41,2017S009601,Desconocido,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,29,2017S009602,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,49,2017S009603,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,27,2017S009604,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,51,2017S009605,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,24,2017S009605,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,40,2017S009608,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,45,2017S009608,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,23,2017S009609,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,56,2017S009610,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009610,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,53,2017S009612,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,23,2017S009613,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009613,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,52,2017S009613,Hombre,Pasajero,Ciclomotor
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,74,2017S009614,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,3,2017S009615,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,37,2017S009615,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,43,2017S009616,Desconocido,Pasajero,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,39,2017S009616,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009617,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,25,2017S009617,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,73,2017S009619,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,77,2017S009620,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,26,2017S009621,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,62,2017S009622,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,56,2017S009623,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,27,2017S009624,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,43,2017S009625,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,50,2017S009626,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,37,2017S009627,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,82,2017S009628,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,33,2017S009629,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,38,2017S009630,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,75,2017S009630,Hombre,Pasajero,Turismo
Otros,Herido leve: Hospitalización hasta 24h,87,2017S009631,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,30,2017S009632,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,40,2017S009633,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,26,2017S009634,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,22,2017S009635,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,26,2017S009635,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,35,2017S009636,Mujer,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido grave: Hospitalización superior a 24h,69,2017S009637,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,27,2017S009638,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,24,2017S009638,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,44,2017S009639,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,46,2017S009639,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,27,2017S009640,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,44,2017S009642,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,25,2017S009644,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,31,2017S009645,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,47,2017S009646,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,31,2017S009647,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,41,2017S009648,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,34,2017S009649,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,44,2017S009649,Hombre,Pasajero,Furgoneta
No es debido al peatón,Herido grave: Hospitalización superior a 24h,39,2017S009649,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido grave: Hospitalización superior a 24h,44,2017S009649,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,41,2017S009650,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,47,2017S009651,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,69,2017S009652,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,24,2017S009653,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,32,2017S009653,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,42,2017S009654,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,27,2017S009655,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,33,2017S009655,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,28,2017S009656,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido grave: Hospitalización superior a 24h,51,2017S009657,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido grave: Hospitalización superior a 24h,46,2017S009658,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve: Hospitalización hasta 24h,20,2017S009659,Desconocido,Peatón,Taxi
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,31,2017S009660,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,68,2017S009661,Desconocido,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,83,2017S009663,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve: Hospitalización hasta 24h,34,2017S009664,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,83,2017S009665,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,39,2017S009666,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,56,2017S009667,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,24,2017S009668,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009669,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,44,2017S009670,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,44,2017S009670,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,59,2017S009670,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,28,2017S009672,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,31,2017S009672,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,27,2017S009673,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,81,2017S009673,Hombre,Peatón,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,30,2017S009674,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,53,2017S009675,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,41,2017S009676,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,78,2017S009677,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve: Hospitalización hasta 24h,78,2017S009678,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,30,2017S009679,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,26,2017S009680,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,54,2017S009681,Desconocido,Peatón,Turismo
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,29,2017S009682,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Hospitalización hasta 24h,26,2017S009683,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,26,2017S009684,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,31,2017S009685,Hombre,Peatón,Turismo
Desobedecer la señan del semáforo,Herido leve: Hospitalización hasta 24h,51,2017S009687,Mujer,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve: Hospitalización hasta 24h,40,2017S009687,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,32,2017S009688,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,45,2017S009688,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,33,2017S009689,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,45,2017S009690,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,16,2017S009691,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,28,2017S009692,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,39,2017S009693,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,39,2017S009694,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,52,2017S009695,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,59,2017S009695,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,62,2017S009696,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve: Rechaza asistencia sanitaria,53,2017S009696,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,14,2017S009697,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,15,2017S009697,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,29,2017S009698,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,47,2017S009699,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,40,2017S009700,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,2,2017S009700,Hombre,Pasajero,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,45,2017S009701,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Con asistencia sanitaria en lugar de accidente,43,2017S009702,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,55,2017S009703,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,21,2017S009704,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve: Hospitalización hasta 24h,23,2017S009705,Mujer,Pasajero,Autobús articulado
